post_id,platform,username,user_id,profile_verified,profile_followers,post_url,image_url,caption,hashtags,mentions,language_hint,location,fashion_category,timestamp,likes,comments,scraped_at,collection_method,hashtag_text,hashtag_count,combined_text,emoji_text,emoji_count,clean_text,text_length,mention_count,detected_language,primary_language,is_multilingual,word_count
IG_000235,Instagram,style_daily,U100234,False,122250,https://instagram.com/p/1234,https://cdn.example.com/img/235.jpg,Love this outfit ❤️ مجھے یہ look بہت پسند آیا,[],[],mixed_en_ur,"Manchester, UK",casual,2026-05-07T00:18:00Z,2449,717,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,,0,Love this outfit ❤️ مجھے یہ look بہت پسند آیا,Love this outfit  red_heart  مجھے یہ look بہت پسند آیا,1,love this outfit red_heart مجھے یہ look بہت پسند ا یا,53,0,english,mixed,True,11
IG_000236,Instagram,style_daily,U100235,False,208639,https://instagram.com/p/1235,https://cdn.example.com/img/236.jpg,J'adore cette robe élégante ✨ #mode,['mode'],[],fr,"Paris, France",luxury,2026-05-07T00:55:00Z,49091,1185,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,mode,1,J'adore cette robe élégante ✨ #mode mode,J'adore cette robe élégante  sparkles  #mode mode,1,j adore cette robe e le gante sparkles mode mode,48,0,german,french,False,10
IG_000237,Instagram,luxuryedit,U100236,False,176158,https://instagram.com/p/1236,https://cdn.example.com/img/237.jpg,Love this oversized blazer 😍 #fashion #streetstyle,"['streetstyle', 'fashion']",['zara'],en,"London, UK",casual,2026-05-07T01:32:00Z,35610,2147,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,streetstyle fashion,2,Love this oversized blazer 😍 #fashion #streetstyle streetstyle fashion zara,Love this oversized blazer  smiling_face_with_heart-eyes  #fashion #streetstyle streetstyle fashion zara,1,love this oversized blazer smiling_face_with_heart eyes fashion streetstyle streetstyle fashion zara,100,1,english,english,False,11
IG_000238,Instagram,modest.style,U100237,False,424551,https://instagram.com/p/1237,https://cdn.example.com/img/238.jpg,J'adore cette robe élégante ✨ #mode,['mode'],['zara'],fr,"Paris, France",luxury,2026-05-07T02:09:00Z,47919,1879,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,mode,1,J'adore cette robe élégante ✨ #mode mode zara,J'adore cette robe élégante  sparkles  #mode mode zara,1,j adore cette robe e le gante sparkles mode mode zara,53,1,french,french,False,11
IG_000239,Instagram,style_daily,U100238,False,415089,https://instagram.com/p/1238,https://cdn.example.com/img/239.jpg,Weekend vibes 😍 یہ رنگ بہت خوبصورت ہے,[],['zara'],mixed_en_ur,"Manchester, UK",casual,2026-05-07T02:46:00Z,49634,791,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,,0,Weekend vibes 😍 یہ رنگ بہت خوبصورت ہے zara,Weekend vibes  smiling_face_with_heart-eyes  یہ رنگ بہت خوبصورت ہے zara,1,weekend vibes smiling_face_with_heart eyes یہ رنگ بہت خوبصورت ہے zara,69,1,english,mixed,True,10
IG_000240,Instagram,luxuryedit,U100239,False,210652,https://instagram.com/p/1239,https://cdn.example.com/img/240.jpg,مجھے یہ لباس بہت پسند آیا,[],[],ur,"Lahore, Pakistan",luxury,2026-05-07T03:23:00Z,9220,1955,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,,0,مجھے یہ لباس بہت پسند آیا,مجھے یہ لباس بہت پسند آیا,0,مجھے یہ لباس بہت پسند ا یا,26,0,urdu,urdu,False,7
IG_000241,Instagram,modest.style,U100240,False,395685,https://instagram.com/p/1240,https://cdn.example.com/img/241.jpg,,[],['zara'],ar,"Dubai, UAE",modest,2026-05-07T04:00:00Z,19793,2385,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,,0,zara,zara,0,zara,4,1,spanish,arabic,False,1
IG_000242,Instagram,urbanlook,U100241,False,33071,https://instagram.com/p/1241,https://cdn.example.com/img/242.jpg,Love this outfit ❤️ مجھے یہ look بہت پسند آیا,[],[],mixed_en_ur,"Manchester, UK",sportswear,2026-05-07T04:37:00Z,20111,654,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,,0,Love this outfit ❤️ مجھے یہ look بہت پسند آیا,Love this outfit  red_heart  مجھے یہ look بہت پسند آیا,1,love this outfit red_heart مجھے یہ look بہت پسند ا یا,53,0,english,mixed,True,11
IG_000243,Instagram,trendwave,U100242,False,155184,https://instagram.com/p/1242,https://cdn.example.com/img/243.jpg,Nouvelle collection &amp; disponible,[],[],fr,"Paris, France",luxury,2026-05-07T05:14:00Z,14365,547,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,,0,Nouvelle collection &amp; disponible,Nouvelle collection &amp; disponible,0,nouvelle collection disponible,30,0,french,french,False,3
IG_000244,Instagram,luxuryedit,U100243,False,368519,https://instagram.com/p/1243,https://cdn.example.com/img/244.jpg,J'adore cette robe élégante ✨ #mode,['mode'],[],fr,"Paris, France",sportswear,2026-05-07T05:51:00Z,49638,2201,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,mode,1,J'adore cette robe élégante ✨ #mode mode,J'adore cette robe élégante  sparkles  #mode mode,1,j adore cette robe e le gante sparkles mode mode,48,0,german,french,False,10
IG_000245,Instagram,trendwave,U100244,False,458274,https://instagram.com/p/1244,https://cdn.example.com/img/245.jpg,Amazing style 🔥 هذا اللوك رائع,[],[],mixed_en_ar,"Doha, Qatar",vintage,2026-05-07T06:28:00Z,29283,2163,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,,0,Amazing style 🔥 هذا اللوك رائع,Amazing style  fire  هذا اللوك رائع,1,amazing style fire هذا اللوك راي ع,34,0,english,mixed,True,7
IG_000246,Instagram,luxuryedit,U100245,False,435016,https://instagram.com/p/1245,https://cdn.example.com/img/246.jpg,,[],[],mixed_en_ur,"Manchester, UK",vintage,2026-05-07T07:05:00Z,13253,2345,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,,0,,,0,,0,0,unknown,mixed,True,0
IG_000247,Instagram,luxuryedit,U100246,False,357170,https://instagram.com/p/1246,https://cdn.example.com/img/247.jpg,"Me encanta este vestido 😍 #moda
New drop!!",['moda'],['zara'],es,"Madrid, Spain",vintage,2026-05-07T07:42:00Z,32040,372,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,moda,1,Me encanta este vestido 😍 #moda New drop!! moda zara,Me encanta este vestido  smiling_face_with_heart-eyes  #moda New drop!! moda zara,1,me encanta este vestido smiling_face_with_heart eyes moda new drop moda zara,76,1,english,spanish,False,11
IG_000248,Instagram,modest.style,U100247,False,218302,https://instagram.com/p/1247,https://cdn.example.com/img/248.jpg,Nuevo look para el verano,[],[],es,"Madrid, Spain",streetwear,2026-05-07T08:19:00Z,36626,1893,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,,0,Nuevo look para el verano,Nuevo look para el verano,0,nuevo look para el verano,25,0,spanish,spanish,False,5
IG_000249,Instagram,modest.style,U100248,False,2080,https://instagram.com/p/1248,https://cdn.example.com/img/249.jpg,Weekend vibes 😍 یہ رنگ بہت خوبصورت ہے,[],[],mixed_en_ur,"Manchester, UK",vintage,2026-05-07T08:56:00Z,4791,185,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,,0,Weekend vibes 😍 یہ رنگ بہت خوبصورت ہے,Weekend vibes  smiling_face_with_heart-eyes  یہ رنگ بہت خوبصورت ہے,1,weekend vibes smiling_face_with_heart eyes یہ رنگ بہت خوبصورت ہے,64,0,english,mixed,True,9
IG_000250,Instagram,luxuryedit,U100249,False,490490,https://instagram.com/p/1249,https://cdn.example.com/img/250.jpg,Nouvelle collection &amp; disponible,[],[],fr,"Paris, France",sportswear,2026-05-07T09:33:00Z,2084,1175,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,,0,Nouvelle collection &amp; disponible,Nouvelle collection &amp; disponible,0,nouvelle collection disponible,30,0,french,french,False,3
IG_000251,Instagram,trendwave,U100250,False,339127,https://instagram.com/p/1250,https://cdn.example.com/img/251.jpg,J'adore cette robe élégante ✨ #mode,['mode'],[],fr,"Paris, France",modest,2026-05-07T10:10:00Z,25071,1837,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,mode,1,J'adore cette robe élégante ✨ #mode mode,J'adore cette robe élégante  sparkles  #mode mode,1,j adore cette robe e le gante sparkles mode mode,48,0,german,french,False,10
IG_000252,Instagram,trendwave,U100251,False,459018,https://instagram.com/p/1251,https://cdn.example.com/img/252.jpg,Love these shoes ❤️ أحب هذا التصميم,[],[],mixed_en_ar,"Doha, Qatar",casual,2026-05-07T10:47:00Z,22796,485,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,,0,Love these shoes ❤️ أحب هذا التصميم,Love these shoes  red_heart  أحب هذا التصميم,1,love these shoes red_heart ا حب هذا التصميم,43,0,english,mixed,True,8
IG_000253,Instagram,trendwave,U100252,False,438186,https://instagram.com/p/1252,https://cdn.example.com/img/253.jpg,مجھے یہ لباس بہت پسند آیا,[],['zara'],ur,"Lahore, Pakistan",streetwear,2026-05-07T11:24:00Z,19558,1896,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,,0,مجھے یہ لباس بہت پسند آیا zara,مجھے یہ لباس بہت پسند آیا zara,0,مجھے یہ لباس بہت پسند ا یا zara,31,1,urdu,urdu,False,8
IG_000254,Instagram,fashionhub,U100253,False,181987,https://instagram.com/p/1253,https://cdn.example.com/img/254.jpg,Weekend vibes 😍 یہ رنگ بہت خوبصورت ہے,[],['zara'],mixed_en_ur,"Manchester, UK",luxury,2026-05-07T12:01:00Z,47520,462,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,,0,Weekend vibes 😍 یہ رنگ بہت خوبصورت ہے zara,Weekend vibes  smiling_face_with_heart-eyes  یہ رنگ بہت خوبصورت ہے zara,1,weekend vibes smiling_face_with_heart eyes یہ رنگ بہت خوبصورت ہے zara,69,1,english,mixed,True,10
IG_000255,Instagram,style_daily,U100254,False,35779,https://instagram.com/p/1254,https://cdn.example.com/img/255.jpg,Summer linen set is everything! Visit https://bit.ly/look @zara,[],['zara'],en,"London, UK",streetwear,2026-05-07T12:38:00Z,29262,2448,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,,0,Summer linen set is everything! Visit https://bit.ly/look @zara zara,Summer linen set is everything! Visit https://bit.ly/look @zara zara,0,summer linen set is everything visit zara,41,1,english,english,False,7
IG_000256,Instagram,style_daily,U100255,False,123361,https://instagram.com/p/1255,https://cdn.example.com/img/256.jpg,Love this outfit ❤️ مجھے یہ look بہت پسند آیا,[],[],mixed_en_ur,"Manchester, UK",streetwear,2026-05-07T13:15:00Z,9188,2063,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,,0,Love this outfit ❤️ مجھے یہ look بہت پسند آیا,Love this outfit  red_heart  مجھے یہ look بہت پسند آیا,1,love this outfit red_heart مجھے یہ look بہت پسند ا یا,53,0,english,mixed,True,11
IG_000257,Instagram,trendwave,U100256,False,303263,https://instagram.com/p/1256,https://cdn.example.com/img/257.jpg,هذا الفستان رائع ✨ #موضة,['موضة'],[],ar,"Dubai, UAE",casual,2026-05-07T13:52:00Z,21020,970,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,موضة,1,هذا الفستان رائع ✨ #موضة موضة,هذا الفستان رائع  sparkles  #موضة موضة,1,هذا الفستان راي ع sparkles موضة موضة,36,0,arabic,arabic,False,7
IG_000258,Instagram,luxuryedit,U100257,False,158049,https://instagram.com/p/1257,https://cdn.example.com/img/258.jpg,هذا الفستان رائع ✨ #موضة,['موضة'],['zara'],ar,"Dubai, UAE",vintage,2026-05-07T14:29:00Z,38780,717,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,موضة,1,هذا الفستان رائع ✨ #موضة موضة zara,هذا الفستان رائع  sparkles  #موضة موضة zara,1,هذا الفستان راي ع sparkles موضة موضة zara,41,1,arabic,arabic,False,8
IG_000259,Instagram,style_daily,U100258,False,494162,https://instagram.com/p/1258,https://cdn.example.com/img/259.jpg,Weekend vibes 😍 یہ رنگ بہت خوبصورت ہے,[],[],mixed_en_ur,"Manchester, UK",sportswear,2026-05-07T15:06:00Z,34376,1305,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,,0,Weekend vibes 😍 یہ رنگ بہت خوبصورت ہے,Weekend vibes  smiling_face_with_heart-eyes  یہ رنگ بہت خوبصورت ہے,1,weekend vibes smiling_face_with_heart eyes یہ رنگ بہت خوبصورت ہے,64,0,english,mixed,True,9
IG_000260,Instagram,urbanlook,U100259,False,396031,https://instagram.com/p/1259,https://cdn.example.com/img/260.jpg,Weekend vibes 😍 یہ رنگ بہت خوبصورت ہے,[],[],mixed_en_ur,"Manchester, UK",luxury,2026-05-07T15:43:00Z,14773,1231,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,,0,Weekend vibes 😍 یہ رنگ بہت خوبصورت ہے,Weekend vibes  smiling_face_with_heart-eyes  یہ رنگ بہت خوبصورت ہے,1,weekend vibes smiling_face_with_heart eyes یہ رنگ بہت خوبصورت ہے,64,0,english,mixed,True,9
IG_000261,Instagram,style_daily,U100260,False,218870,https://instagram.com/p/1260,https://cdn.example.com/img/261.jpg,Amazing style 🔥 هذا اللوك رائع,[],[],mixed_en_ar,"Doha, Qatar",luxury,2026-05-07T16:20:00Z,25460,994,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,,0,Amazing style 🔥 هذا اللوك رائع,Amazing style  fire  هذا اللوك رائع,1,amazing style fire هذا اللوك راي ع,34,0,english,mixed,True,7
IG_000262,Instagram,style_daily,U100261,False,444641,https://instagram.com/p/1261,https://cdn.example.com/img/262.jpg,هذا الفستان رائع ✨ #موضة,['موضة'],[],ar,"Dubai, UAE",vintage,2026-05-07T16:57:00Z,47491,780,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,موضة,1,هذا الفستان رائع ✨ #موضة موضة,هذا الفستان رائع  sparkles  #موضة موضة,1,هذا الفستان راي ع sparkles موضة موضة,36,0,arabic,arabic,False,7
IG_000263,Instagram,luxuryedit,U100262,False,458528,https://instagram.com/p/1262,https://cdn.example.com/img/263.jpg,Summer linen set is everything! Visit https://bit.ly/look @zara,[],['zara'],en,"London, UK",vintage,2026-05-07T17:34:00Z,47473,2750,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,,0,Summer linen set is everything! Visit https://bit.ly/look @zara zara,Summer linen set is everything! Visit https://bit.ly/look @zara zara,0,summer linen set is everything visit zara,41,1,english,english,False,7
IG_000264,Instagram,urbanlook,U100263,False,477074,https://instagram.com/p/1263,https://cdn.example.com/img/264.jpg,Me encanta este vestido 😍 #moda,['moda'],['zara'],es,"Madrid, Spain",luxury,2026-05-07T18:11:00Z,48598,480,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,moda,1,Me encanta este vestido 😍 #moda moda zara,Me encanta este vestido  smiling_face_with_heart-eyes  #moda moda zara,1,me encanta este vestido smiling_face_with_heart eyes moda moda zara,67,1,spanish,spanish,False,9
IG_000265,Instagram,trendwave,U100264,False,107723,https://instagram.com/p/1264,https://cdn.example.com/img/265.jpg,Weekend vibes 😍 یہ رنگ بہت خوبصورت ہے,[],[],mixed_en_ur,"Manchester, UK",luxury,2026-05-07T18:48:00Z,36186,1317,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,,0,Weekend vibes 😍 یہ رنگ بہت خوبصورت ہے,Weekend vibes  smiling_face_with_heart-eyes  یہ رنگ بہت خوبصورت ہے,1,weekend vibes smiling_face_with_heart eyes یہ رنگ بہت خوبصورت ہے,64,0,english,mixed,True,9
IG_000266,Instagram,luxuryedit,U100265,False,162202,https://instagram.com/p/1265,https://cdn.example.com/img/266.jpg,Love these shoes ❤️ أحب هذا التصميم,[],['zara'],mixed_en_ar,"Doha, Qatar",vintage,2026-05-07T19:25:00Z,32594,1908,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,,0,Love these shoes ❤️ أحب هذا التصميم zara,Love these shoes  red_heart  أحب هذا التصميم zara,1,love these shoes red_heart ا حب هذا التصميم zara,48,1,english,mixed,True,9
IG_000267,Instagram,urbanlook,U100266,False,194856,https://instagram.com/p/1266,https://cdn.example.com/img/267.jpg,Summer linen set is everything! Visit https://bit.ly/look @zara,[],[],en,"London, UK",streetwear,2026-05-07T20:02:00Z,36870,906,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,,0,Summer linen set is everything! Visit https://bit.ly/look @zara,Summer linen set is everything! Visit https://bit.ly/look @zara,0,summer linen set is everything visit,36,0,english,english,False,6
IG_000268,Instagram,luxuryedit,U100267,False,304137,https://instagram.com/p/1267,https://cdn.example.com/img/268.jpg,,[],[],mixed_en_ur,"Manchester, UK",modest,2026-05-07T20:39:00Z,9993,803,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,,0,,,0,,0,0,unknown,mixed,True,0
IG_000269,Instagram,fashionhub,U100268,False,343703,https://instagram.com/p/1268,https://cdn.example.com/img/269.jpg,هذا الفستان رائع ✨ #موضة,['موضة'],[],ar,"Dubai, UAE",modest,2026-05-07T21:16:00Z,16869,2001,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,موضة,1,هذا الفستان رائع ✨ #موضة موضة,هذا الفستان رائع  sparkles  #موضة موضة,1,هذا الفستان راي ع sparkles موضة موضة,36,0,arabic,arabic,False,7
IG_000270,Instagram,trendwave,U100269,False,89243,https://instagram.com/p/1269,https://cdn.example.com/img/270.jpg,Weekend vibes 😍 یہ رنگ بہت خوبصورت ہے,[],['zara'],mixed_en_ur,"Manchester, UK",vintage,2026-05-07T21:53:00Z,32007,753,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,,0,Weekend vibes 😍 یہ رنگ بہت خوبصورت ہے zara,Weekend vibes  smiling_face_with_heart-eyes  یہ رنگ بہت خوبصورت ہے zara,1,weekend vibes smiling_face_with_heart eyes یہ رنگ بہت خوبصورت ہے zara,69,1,english,mixed,True,10
IG_000271,Instagram,style_daily,U100270,False,350837,https://instagram.com/p/1270,https://cdn.example.com/img/271.jpg,Me encanta este vestido 😍 #moda,['moda'],['zara'],es,"Madrid, Spain",streetwear,2026-05-07T22:30:00Z,27031,563,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,moda,1,Me encanta este vestido 😍 #moda moda zara,Me encanta este vestido  smiling_face_with_heart-eyes  #moda moda zara,1,me encanta este vestido smiling_face_with_heart eyes moda moda zara,67,1,spanish,spanish,False,9
IG_000272,Instagram,fashionhub,U100271,True,265649,https://instagram.com/p/1271,https://cdn.example.com/img/272.jpg,,[],[],mixed_en_ar,"Doha, Qatar",streetwear,2026-05-07T23:07:00Z,40495,2612,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,,0,,,0,,0,0,unknown,mixed,True,0
IG_000273,Instagram,style_daily,U100272,True,289720,https://instagram.com/p/1272,https://cdn.example.com/img/273.jpg,Weekend vibes 😍 یہ رنگ بہت خوبصورت ہے,[],[],mixed_en_ur,"Manchester, UK",streetwear,2026-05-07T23:44:00Z,34700,2958,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,,0,Weekend vibes 😍 یہ رنگ بہت خوبصورت ہے,Weekend vibes  smiling_face_with_heart-eyes  یہ رنگ بہت خوبصورت ہے,1,weekend vibes smiling_face_with_heart eyes یہ رنگ بہت خوبصورت ہے,64,0,english,mixed,True,9
IG_000274,Instagram,trendwave,U100273,False,423164,https://instagram.com/p/1273,https://cdn.example.com/img/274.jpg,,[],[],ar,"Dubai, UAE",luxury,2026-05-08T00:21:00Z,7018,394,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,,0,,,0,,0,0,unknown,arabic,False,0
IG_000275,Instagram,luxuryedit,U100274,False,427907,https://instagram.com/p/1274,https://cdn.example.com/img/275.jpg,Me encanta este vestido 😍 #moda,['moda'],[],es,"Madrid, Spain",sportswear,2026-05-08T00:58:00Z,5183,1528,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,moda,1,Me encanta este vestido 😍 #moda moda,Me encanta este vestido  smiling_face_with_heart-eyes  #moda moda,1,me encanta este vestido smiling_face_with_heart eyes moda moda,62,0,spanish,spanish,False,8
IG_000276,Instagram,trendwave,U100275,False,359134,https://instagram.com/p/1275,https://cdn.example.com/img/276.jpg,Nouvelle collection &amp; disponible,[],[],fr,"Paris, France",streetwear,2026-05-08T01:35:00Z,42848,2661,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,,0,Nouvelle collection &amp; disponible,Nouvelle collection &amp; disponible,0,nouvelle collection disponible,30,0,french,french,False,3
IG_000277,Instagram,modest.style,U100276,False,250063,https://instagram.com/p/1276,https://cdn.example.com/img/277.jpg,Amazing style 🔥 هذا اللوك رائع     ,[],['zara'],mixed_en_ar,"Doha, Qatar",streetwear,2026-05-08T02:12:00Z,46066,701,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,,0,Amazing style 🔥 هذا اللوك رائع zara,Amazing style  fire  هذا اللوك رائع zara,1,amazing style fire هذا اللوك راي ع zara,39,1,english,mixed,True,8
IG_000278,Instagram,trendwave,U100277,False,297171,https://instagram.com/p/1277,https://cdn.example.com/img/278.jpg,Summer linen set is everything! Visit https://bit.ly/look @zara,[],[],en,"London, UK",streetwear,2026-05-08T02:49:00Z,34618,174,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,,0,Summer linen set is everything! Visit https://bit.ly/look @zara,Summer linen set is everything! Visit https://bit.ly/look @zara,0,summer linen set is everything visit,36,0,english,english,False,6
IG_000279,Instagram,trendwave,U100278,False,249799,https://instagram.com/p/1278,https://cdn.example.com/img/279.jpg,یہ عبایا بہت خوبصورت ہے 😍 #fashion,['fashion'],['zara'],ur,"Lahore, Pakistan",streetwear,2026-05-08T03:26:00Z,44859,1148,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,fashion,1,یہ عبایا بہت خوبصورت ہے 😍 #fashion fashion zara,یہ عبایا بہت خوبصورت ہے  smiling_face_with_heart-eyes  #fashion fashion zara,1,یہ عبایا بہت خوبصورت ہے smiling_face_with_heart eyes fashion fashion zara,73,1,english,urdu,False,10
IG_000280,Instagram,urbanlook,U100279,True,109110,https://instagram.com/p/1279,https://cdn.example.com/img/280.jpg,"Me encanta este vestido 😍 #moda
New drop!!",['moda'],[],es,"Madrid, Spain",casual,2026-05-08T04:03:00Z,26107,315,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,moda,1,Me encanta este vestido 😍 #moda New drop!! moda,Me encanta este vestido  smiling_face_with_heart-eyes  #moda New drop!! moda,1,me encanta este vestido smiling_face_with_heart eyes moda new drop moda,71,0,english,spanish,False,10
IG_000281,Instagram,luxuryedit,U100280,False,204530,https://instagram.com/p/1280,https://cdn.example.com/img/281.jpg,هذا الفستان رائع ✨ #موضة,['موضة'],[],ar,"Dubai, UAE",vintage,2026-05-08T04:40:00Z,21745,1572,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,موضة,1,هذا الفستان رائع ✨ #موضة موضة,هذا الفستان رائع  sparkles  #موضة موضة,1,هذا الفستان راي ع sparkles موضة موضة,36,0,arabic,arabic,False,7
IG_000282,Instagram,trendwave,U100281,False,263059,https://instagram.com/p/1281,https://cdn.example.com/img/282.jpg,Amazing style 🔥 هذا اللوك رائع,[],[],mixed_en_ar,"Doha, Qatar",modest,2026-05-08T05:17:00Z,3524,400,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,,0,Amazing style 🔥 هذا اللوك رائع,Amazing style  fire  هذا اللوك رائع,1,amazing style fire هذا اللوك راي ع,34,0,english,mixed,True,7
IG_000283,Instagram,urbanlook,U100282,False,322342,https://instagram.com/p/1282,https://cdn.example.com/img/283.jpg,J'adore cette robe élégante ✨ #mode,['mode'],[],fr,"Paris, France",sportswear,2026-05-08T05:54:00Z,21394,121,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,mode,1,J'adore cette robe élégante ✨ #mode mode,J'adore cette robe élégante  sparkles  #mode mode,1,j adore cette robe e le gante sparkles mode mode,48,0,german,french,False,10
IG_000284,Instagram,modest.style,U100283,False,187047,https://instagram.com/p/1283,https://cdn.example.com/img/284.jpg,Weekend vibes 😍 یہ رنگ بہت خوبصورت ہے,[],[],mixed_en_ur,"Manchester, UK",sportswear,2026-05-08T06:31:00Z,28306,760,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,,0,Weekend vibes 😍 یہ رنگ بہت خوبصورت ہے,Weekend vibes  smiling_face_with_heart-eyes  یہ رنگ بہت خوبصورت ہے,1,weekend vibes smiling_face_with_heart eyes یہ رنگ بہت خوبصورت ہے,64,0,english,mixed,True,9
IG_000285,Instagram,luxuryedit,U100284,False,129710,https://instagram.com/p/1284,https://cdn.example.com/img/285.jpg,Weekend vibes 😍 یہ رنگ بہت خوبصورت ہے     ,[],[],mixed_en_ur,"Manchester, UK",streetwear,2026-05-08T07:08:00Z,17566,631,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,,0,Weekend vibes 😍 یہ رنگ بہت خوبصورت ہے,Weekend vibes  smiling_face_with_heart-eyes  یہ رنگ بہت خوبصورت ہے,1,weekend vibes smiling_face_with_heart eyes یہ رنگ بہت خوبصورت ہے,64,0,english,mixed,True,9
IG_000286,Instagram,urbanlook,U100285,False,48483,https://instagram.com/p/1285,https://cdn.example.com/img/286.jpg,J'adore cette robe élégante ✨ #mode,['mode'],['zara'],fr,"Paris, France",modest,2026-05-08T07:45:00Z,29151,1474,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,mode,1,J'adore cette robe élégante ✨ #mode mode zara,J'adore cette robe élégante  sparkles  #mode mode zara,1,j adore cette robe e le gante sparkles mode mode zara,53,1,french,french,False,11
IG_000287,Instagram,style_daily,U100286,False,235823,https://instagram.com/p/1286,https://cdn.example.com/img/287.jpg,Love these shoes ❤️ أحب هذا التصميم     ,[],[],mixed_en_ar,"Doha, Qatar",vintage,2026-05-08T08:22:00Z,26746,423,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,,0,Love these shoes ❤️ أحب هذا التصميم,Love these shoes  red_heart  أحب هذا التصميم,1,love these shoes red_heart ا حب هذا التصميم,43,0,english,mixed,True,8
IG_000288,Instagram,style_daily,U100287,False,411771,https://instagram.com/p/1287,https://cdn.example.com/img/288.jpg,Love this oversized blazer 😍 #fashion #streetstyle,"['streetstyle', 'fashion']",[],en,"London, UK",sportswear,2026-05-08T08:59:00Z,813,1195,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,streetstyle fashion,2,Love this oversized blazer 😍 #fashion #streetstyle streetstyle fashion,Love this oversized blazer  smiling_face_with_heart-eyes  #fashion #streetstyle streetstyle fashion,1,love this oversized blazer smiling_face_with_heart eyes fashion streetstyle streetstyle fashion,95,0,english,english,False,10
IG_000289,Instagram,trendwave,U100288,False,475089,https://instagram.com/p/1288,https://cdn.example.com/img/289.jpg,Nouvelle collection &amp; disponible,[],[],fr,"Paris, France",luxury,2026-05-08T09:36:00Z,37488,2134,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,,0,Nouvelle collection &amp; disponible,Nouvelle collection &amp; disponible,0,nouvelle collection disponible,30,0,french,french,False,3
IG_000290,Instagram,urbanlook,U100289,False,259038,https://instagram.com/p/1289,https://cdn.example.com/img/290.jpg,"مجھے یہ لباس بہت پسند آیا
New drop!!",[],['zara'],ur,"Lahore, Pakistan",luxury,2026-05-08T10:13:00Z,28491,1130,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,,0,مجھے یہ لباس بہت پسند آیا New drop!! zara,مجھے یہ لباس بہت پسند آیا New drop!! zara,0,مجھے یہ لباس بہت پسند ا یا new drop zara,40,1,urdu,urdu,False,10
