post_id,clean_text,fashion_category,primary_language,is_multilingual,location,profile_verified,profile_followers,likes,comments,engagement_score,likes_per_follower,comment_like_ratio,engagement_level,word_count,emoji_count,hashtag_count,mention_count,text_length,year,month,day,hour,weekday,is_weekend
IG_000129,هذا الفستان راي ع sparkles موضة موضة zara,modest,arabic,False,"Dubai, UAE",False,498864,6516,2808,9324,0.013061649945376003,0.4308731011201473,Low,8,1,1,1,41,2026,5,4,6,Monday,False
IG_000130,,sportswear,arabic,False,"Dubai, UAE",False,64546,6012,2714,8726,0.09314143182487179,0.451355396640612,High,0,0,0,0,0,2026,5,4,7,Monday,False
IG_000131,,luxury,urdu,False,"Lahore, Pakistan",False,66520,4501,2270,6771,0.06766284331263811,0.504220346512661,High,0,0,0,0,0,2026,5,4,8,Monday,False
IG_000132,یہ عبایا بہت خوبصورت ہے smiling_face_with_heart eyes fashion fashion,vintage,urdu,False,"Lahore, Pakistan",False,77860,190,1135,1325,0.002440246079552022,5.942408376963351,Low,9,1,1,0,68,2026,5,4,8,Monday,False
IG_000133,amazing style fire هذا اللوك راي ع zara,streetwear,mixed,True,"Doha, Qatar",False,91986,8642,60,8702,0.09394805787774359,0.006942034015966678,Medium,8,1,0,1,39,2026,5,4,9,Monday,False
IG_000134,هذا الفستان راي ع sparkles موضة موضة zara,sportswear,arabic,False,"Dubai, UAE",False,27972,34482,465,34947,1.2326886640689236,0.01348490560566076,High,8,1,1,1,41,2026,5,4,10,Monday,False
IG_000135,love this outfit red_heart مجھے یہ look بہت پسند ا یا,luxury,mixed,True,"Manchester, UK",False,57675,40316,177,40493,0.6990082529995145,0.004390207604732495,High,11,1,0,0,53,2026,5,4,10,Monday,False
IG_000136,weekend vibes smiling_face_with_heart eyes یہ رنگ بہت خوبصورت ہے,sportswear,mixed,True,"Manchester, UK",True,251624,44969,442,45411,0.1787143566815698,0.009828774738714699,High,9,1,0,0,64,2026,5,4,11,Monday,False
IG_000137,zara,modest,french,False,"Paris, France",False,78269,40920,2593,43513,0.5228056726715217,0.06336599789838958,High,1,0,0,1,4,2026,5,4,11,Monday,False
IG_000138,nuevo look para el verano,sportswear,spanish,False,"Madrid, Spain",False,238377,6504,2874,9378,0.027284397050063344,0.4418139892390469,Low,5,0,0,0,25,2026,5,4,12,Monday,False
IG_000139,love this oversized blazer smiling_face_with_heart eyes fashion streetstyle streetstyle fashion,sportswear,english,False,"London, UK",False,434305,47820,389,48209,0.11010669896340368,0.008134501578804292,High,10,1,2,0,95,2026,5,4,13,Monday,False
IG_000140,ا حب هذا اللوك كثيرا,sportswear,arabic,False,"Dubai, UAE",False,80526,4404,373,4777,0.05468973139443913,0.08467650397275824,Medium,5,0,0,0,20,2026,5,4,13,Monday,False
IG_000141,amazing style fire هذا اللوك راي ع,vintage,mixed,True,"Doha, Qatar",False,195874,3935,2402,6337,0.02008934269304403,0.6102642276422764,Low,7,1,0,0,34,2026,5,4,14,Monday,False
IG_000142,nuevo look para el verano,sportswear,spanish,False,"Madrid, Spain",False,349330,47260,210,47470,0.13528716317761663,0.004443409999788409,High,5,0,0,0,25,2026,5,4,14,Monday,False
IG_000143,ا حب هذا اللوك كثيرا,luxury,arabic,False,"Dubai, UAE",False,81623,7097,1434,8531,0.08694746643144173,0.20202874049027894,High,5,0,0,0,20,2026,5,4,15,Monday,False
IG_000144,love these shoes red_heart ا حب هذا التصميم,vintage,mixed,True,"Doha, Qatar",False,423716,40750,2513,43263,0.09617268129435448,0.06166719835096071,High,8,1,0,0,43,2026,5,4,16,Monday,False
IG_000145,love this outfit red_heart مجھے یہ look بہت پسند ا یا zara,modest,mixed,True,"Manchester, UK",False,140719,46057,1265,47322,0.3272953382603752,0.02746536975118329,High,12,1,0,1,58,2026,5,4,16,Monday,False
IG_000146,zara,casual,arabic,False,"Dubai, UAE",False,210626,41500,125,41625,0.19703077003423114,0.0030119756150454205,High,1,0,0,1,4,2026,5,4,17,Monday,False
IG_000147,love this oversized blazer smiling_face_with_heart eyes fashion streetstyle streetstyle fashion,modest,english,False,"London, UK",False,194514,37202,2442,39644,0.19125517312289542,0.0656398677526006,High,10,1,2,0,95,2026,5,4,18,Monday,False
IG_000148,love this oversized blazer smiling_face_with_heart eyes fashion streetstyle streetstyle fashion zara,casual,english,False,"London, UK",True,43272,27793,1989,29782,0.642271162156541,0.0715622076707203,High,11,1,2,1,100,2026,5,4,18,Monday,False
IG_000149,nuevo look para el verano,streetwear,spanish,False,"Madrid, Spain",False,60173,18567,2777,21344,0.3085551899491475,0.149558380008617,High,5,0,0,0,25,2026,5,4,19,Monday,False
IG_000150,weekend vibes smiling_face_with_heart eyes یہ رنگ بہت خوبصورت ہے,streetwear,mixed,True,"Manchester, UK",True,207731,508,837,1345,0.0024454585716211273,1.6444007858546168,Low,9,1,0,0,64,2026,5,4,19,Monday,False
IG_000151,هذا الفستان راي ع sparkles موضة موضة zara,casual,arabic,False,"Dubai, UAE",False,63406,28228,719,28947,0.44518743987256926,0.025470261079032202,High,8,1,1,1,41,2026,5,4,20,Monday,False
IG_000152,مجھے یہ لباس بہت پسند ا یا,modest,urdu,False,"Lahore, Pakistan",False,437417,4728,1626,6354,0.010808883036363386,0.3438359061112286,Low,7,0,0,0,26,2026,5,4,21,Monday,False
IG_000153,amazing style fire هذا اللوك راي ع,sportswear,mixed,True,"Doha, Qatar",False,452493,37583,1656,39239,0.08305745490547942,0.044061302681992334,Medium,7,1,0,0,34,2026,5,4,21,Monday,False
IG_000154,weekend vibes smiling_face_with_heart eyes یہ رنگ بہت خوبصورت ہے zara,vintage,mixed,True,"Manchester, UK",True,170772,30157,2824,32981,0.17659114731251427,0.09364016181444393,High,10,1,0,1,69,2026,5,4,22,Monday,False
IG_000155,هذا الفستان راي ع sparkles موضة موضة,streetwear,arabic,False,"Dubai, UAE",False,309238,25941,1270,27211,0.08388657316832612,0.04895536196129828,Medium,7,1,1,0,36,2026,5,4,22,Monday,False
IG_000156,weekend vibes smiling_face_with_heart eyes یہ رنگ بہت خوبصورت ہے zara,vintage,mixed,True,"Manchester, UK",True,332492,12712,1431,14143,0.03823238383965978,0.11256194446629435,Low,10,1,0,1,69,2026,5,4,23,Monday,False
IG_000157,هذا الفستان راي ع sparkles موضة موضة,casual,arabic,False,"Dubai, UAE",False,91463,4943,725,5668,0.05404312079069361,0.14664239482200647,Medium,7,1,1,0,36,2026,5,5,0,Tuesday,False
IG_000158,love these shoes red_heart ا حب هذا التصميم,vintage,mixed,True,"Doha, Qatar",False,235855,42144,2602,44746,0.17868529950478257,0.061739233598291615,High,8,1,0,0,43,2026,5,5,0,Tuesday,False
IG_000159,nuevo look para el verano zara,sportswear,spanish,False,"Madrid, Spain",False,231062,41383,1240,42623,0.17909834114505568,0.029963270829306013,High,6,0,0,1,30,2026,5,5,1,Tuesday,False
IG_000160,love these shoes red_heart ا حب هذا التصميم,streetwear,mixed,True,"Doha, Qatar",False,163243,3733,1510,5243,0.022867609223003602,0.404392072844135,Low,8,1,0,0,43,2026,5,5,2,Tuesday,False
IG_000161,,vintage,mixed,True,"Doha, Qatar",False,266349,36332,168,36500,0.13640698329266004,0.004623895632070019,High,0,0,0,0,0,2026,5,5,2,Tuesday,False
IG_000162,j adore cette robe e le gante sparkles mode mode,modest,french,False,"Paris, France",False,32939,46818,345,47163,1.4213114754098362,0.007368803263632286,High,10,1,1,0,48,2026,5,5,3,Tuesday,False
IG_000163,,vintage,spanish,False,"Madrid, Spain",False,230883,10408,1490,11898,0.04507891408672753,0.1431453549812662,Medium,0,0,0,0,0,2026,5,5,3,Tuesday,False
IG_000164,ا حب هذا اللوك كثيرا,casual,arabic,False,"Dubai, UAE",False,27954,21936,269,22205,0.7846896798426042,0.01226238774672927,High,5,0,0,0,20,2026,5,5,4,Tuesday,False
IG_000165,هذا الفستان راي ع sparkles موضة موضة,vintage,arabic,False,"Dubai, UAE",False,379944,9859,1365,11224,0.025948492544973615,0.13843813387423934,Low,7,1,1,0,36,2026,5,5,5,Tuesday,False
IG_000166,love this oversized blazer smiling_face_with_heart eyes fashion streetstyle streetstyle fashion,luxury,english,False,"London, UK",False,366704,39001,2903,41904,0.10635524467896539,0.07443208040613301,High,10,1,2,0,95,2026,5,5,5,Tuesday,False
IG_000167,summer linen set is everything visit zara,casual,english,False,"London, UK",False,426843,48421,2807,51228,0.11343957042854064,0.057969517987691545,High,7,0,0,1,41,2026,5,5,6,Tuesday,False
IG_000168,me encanta este vestido smiling_face_with_heart eyes moda moda,luxury,spanish,False,"Madrid, Spain",False,10058,14042,1399,15441,1.395963813500348,0.09962258776614684,High,8,1,1,0,62,2026,5,5,6,Tuesday,False
IG_000169,love these shoes red_heart ا حب هذا التصميم new drop,streetwear,mixed,True,"Doha, Qatar",False,155580,33276,2210,35486,0.21388215784703787,0.06641223667998918,High,10,1,0,0,52,2026,5,5,7,Tuesday,False
IG_000170,amazing style fire هذا اللوك راي ع zara,luxury,mixed,True,"Doha, Qatar",False,198009,45411,2558,47969,0.22933690217665775,0.05632872368536951,High,8,1,0,1,39,2026,5,5,8,Tuesday,False
IG_000171,amazing style fire هذا اللوك راي ع,sportswear,mixed,True,"Doha, Qatar",False,355108,40020,1167,41187,0.11269779138236428,0.029159691162139876,High,7,1,0,0,34,2026,5,5,8,Tuesday,False
IG_000172,love these shoes red_heart ا حب هذا التصميم,luxury,mixed,True,"Doha, Qatar",False,424451,24111,2778,26889,0.05680500975375308,0.11521234240212343,Medium,8,1,0,0,43,2026,5,5,9,Tuesday,False
IG_000173,nuevo look para el verano,luxury,spanish,False,"Madrid, Spain",False,264167,13092,2476,15568,0.04955937130916689,0.18910868402963416,Medium,5,0,0,0,25,2026,5,5,10,Tuesday,False
IG_000174,,casual,urdu,False,"Lahore, Pakistan",False,291239,33815,510,34325,0.11610699079796731,0.015081618168914124,High,0,0,0,0,0,2026,5,5,10,Tuesday,False
IG_000175,هذا الفستان راي ع sparkles موضة موضة zara,sportswear,arabic,False,"Dubai, UAE",False,269644,6015,909,6924,0.022307107493185485,0.1510970744680851,Low,8,1,1,1,41,2026,5,5,11,Tuesday,False
IG_000176,love these shoes red_heart ا حب هذا التصميم,luxury,mixed,True,"Doha, Qatar",False,208356,25312,334,25646,0.12148379944038357,0.013194801090348833,High,8,1,0,0,43,2026,5,5,11,Tuesday,False
IG_000177,,luxury,arabic,False,"Dubai, UAE",False,341266,9022,156,9178,0.02643677824108396,0.017289149950127453,Low,0,0,0,0,0,2026,5,5,12,Tuesday,False
IG_000178,ا حب هذا اللوك كثيرا,streetwear,arabic,False,"Dubai, UAE",False,246448,5197,77,5274,0.021087527236872537,0.014813389765294343,Low,5,0,0,0,20,2026,5,5,13,Tuesday,False
IG_000179,هذا الفستان راي ع sparkles موضة موضة,streetwear,arabic,False,"Dubai, UAE",False,319728,18886,973,19859,0.05906877386786935,0.05151691639752211,Medium,7,1,1,0,36,2026,5,5,13,Tuesday,False
IG_000180,,streetwear,arabic,False,"Dubai, UAE",False,327032,32761,2444,35205,0.10017643479404219,0.07459862035284781,High,0,0,0,0,0,2026,5,5,14,Tuesday,False
IG_000181,me encanta este vestido smiling_face_with_heart eyes moda moda zara,streetwear,spanish,False,"Madrid, Spain",False,75775,40297,1445,41742,0.5317910684121622,0.03585785895081642,High,9,1,1,1,67,2026,5,5,15,Tuesday,False
IG_000182,مجھے یہ لباس بہت پسند ا یا new drop zara,vintage,urdu,False,"Lahore, Pakistan",True,189560,35661,2078,37739,0.18812413945906595,0.05826930626437104,High,10,0,0,1,40,2026,5,5,15,Tuesday,False
IG_000183,amazing style fire هذا اللوك راي ع,modest,mixed,True,"Doha, Qatar",True,203337,48981,66,49047,0.2408846354345966,0.0013474337511739005,High,7,1,0,0,34,2026,5,5,16,Tuesday,False
IG_000184,هذا الفستان راي ع sparkles موضة موضة,casual,arabic,False,"Dubai, UAE",False,54849,49594,1361,50955,0.9041750227894257,0.027442282488154047,High,7,1,1,0,36,2026,5,5,16,Tuesday,False
IG_000185,یہ عبایا بہت خوبصورت ہے smiling_face_with_heart eyes fashion fashion,casual,urdu,False,"Lahore, Pakistan",False,92297,30454,2848,33302,0.3299529783960649,0.0935150221638483,High,9,1,1,0,68,2026,5,5,17,Tuesday,False
IG_000186,j adore cette robe e le gante sparkles mode mode,modest,french,False,"Paris, France",False,495220,13216,179,13395,0.02668707506345652,0.01354316410683211,Low,10,1,1,0,48,2026,5,5,18,Tuesday,False
IG_000187,amazing style fire هذا اللوك راي ع,vintage,mixed,True,"Doha, Qatar",False,270709,31029,1037,32066,0.11462081193897529,0.03341927167257493,High,7,1,0,0,34,2026,5,5,18,Tuesday,False
IG_000188,love this oversized blazer smiling_face_with_heart eyes fashion streetstyle streetstyle fashion zara,modest,english,False,"London, UK",False,174524,28641,1638,30279,0.16410829394069618,0.057188743802807064,High,11,1,2,1,100,2026,5,5,19,Tuesday,False
IG_000189,weekend vibes smiling_face_with_heart eyes یہ رنگ بہت خوبصورت ہے,sportswear,mixed,True,"Manchester, UK",False,98446,24079,2126,26205,0.24458845876461446,0.0882890365448505,High,9,1,0,0,64,2026,5,5,19,Tuesday,False
IG_000190,هذا الفستان راي ع sparkles موضة موضة zara,modest,arabic,False,"Dubai, UAE",False,431643,21055,420,21475,0.048778623124611946,0.0199468085106383,Low,8,1,1,1,41,2026,5,5,20,Tuesday,False
IG_000191,summer linen set is everything visit,casual,english,False,"London, UK",False,376762,29096,1439,30535,0.07722626691049811,0.04945527030278035,Medium,6,0,0,0,36,2026,5,5,21,Tuesday,False
IG_000192,j adore cette robe e le gante sparkles mode mode zara,streetwear,french,False,"Paris, France",False,228534,4922,2749,7671,0.021537182488459098,0.5583993499898436,Low,11,1,1,1,53,2026,5,5,21,Tuesday,False
IG_000193,weekend vibes smiling_face_with_heart eyes یہ رنگ بہت خوبصورت ہے zara,vintage,mixed,True,"Manchester, UK",False,16826,44444,1794,46238,2.6412313543709516,0.04036449544380695,High,10,1,0,1,69,2026,5,5,22,Tuesday,False
IG_000194,,streetwear,english,False,"London, UK",False,201225,39660,628,40288,0.19709182709987774,0.01583419480093795,High,0,0,0,0,0,2026,5,5,23,Tuesday,False
IG_000195,weekend vibes smiling_face_with_heart eyes یہ رنگ بہت خوبصورت ہے,vintage,mixed,True,"Manchester, UK",False,40810,24053,1630,25683,0.5893754134914606,0.0677641972229151,High,9,1,0,0,64,2026,5,5,23,Tuesday,False
IG_000196,ا حب هذا اللوك كثيرا,sportswear,arabic,False,"Dubai, UAE",True,98042,36814,482,37296,0.37548830615138257,0.013092489474399022,High,5,0,0,0,20,2026,5,6,0,Wednesday,False
IG_000197,ا حب هذا اللوك كثيرا,sportswear,arabic,False,"Dubai, UAE",False,150224,13123,502,13625,0.08735563321684141,0.03825053337397135,Medium,5,0,0,0,20,2026,5,6,0,Wednesday,False
IG_000198,یہ عبایا بہت خوبصورت ہے smiling_face_with_heart eyes fashion fashion,modest,urdu,False,"Lahore, Pakistan",False,46527,43772,1423,45195,0.9407668500687758,0.03250862403764878,High,9,1,1,0,68,2026,5,6,1,Wednesday,False
IG_000199,love this outfit red_heart مجھے یہ look بہت پسند ا یا zara,casual,mixed,True,"Manchester, UK",False,446858,45894,2612,48506,0.10270353735742146,0.056912517703453534,High,12,1,0,1,58,2026,5,6,2,Wednesday,False
IG_000200,مجھے یہ لباس بہت پسند ا یا zara,sportswear,urdu,False,"Lahore, Pakistan",False,415770,1727,1478,3205,0.004153728855547886,0.8553240740740741,Low,8,0,0,1,31,2026,5,6,2,Wednesday,False
IG_000201,nuevo look para el verano zara,modest,spanish,False,"Madrid, Spain",False,464099,26098,2936,29034,0.05623357035121741,0.11249473159891184,Medium,6,0,0,1,30,2026,5,6,3,Wednesday,False
IG_000202,weekend vibes smiling_face_with_heart eyes یہ رنگ بہت خوبصورت ہے zara,modest,mixed,True,"Manchester, UK",False,39166,42101,303,42404,1.074910000765951,0.007196807752600827,High,10,1,0,1,69,2026,5,6,3,Wednesday,False
IG_000203,nouvelle collection disponible,casual,french,False,"Paris, France",False,435162,38526,745,39271,0.08853234305306287,0.019337088275754664,Medium,3,0,0,0,30,2026,5,6,4,Wednesday,False
IG_000204,amazing style fire هذا اللوك راي ع zara,luxury,mixed,True,"Doha, Qatar",False,272134,10619,1321,11940,0.039021074099252206,0.1243879472693032,Low,8,1,0,1,39,2026,5,6,5,Wednesday,False
IG_000205,love this outfit red_heart مجھے یہ look بہت پسند ا یا zara,luxury,mixed,True,"Manchester, UK",False,444012,41624,2256,43880,0.093745002961625,0.0541981981981982,Medium,12,1,0,1,58,2026,5,6,5,Wednesday,False
IG_000206,هذا الفستان راي ع sparkles موضة موضة,vintage,arabic,False,"Dubai, UAE",False,263993,38058,631,38689,0.14416236732653015,0.016579521269607714,High,7,1,1,0,36,2026,5,6,6,Wednesday,False
IG_000207,مجھے یہ لباس بہت پسند ا یا zara,streetwear,urdu,False,"Lahore, Pakistan",True,453370,42043,2362,44405,0.09273420664312451,0.056179240795357244,Medium,8,0,0,1,31,2026,5,6,7,Wednesday,False
IG_000208,هذا الفستان راي ع sparkles موضة موضة,casual,arabic,False,"Dubai, UAE",False,16378,35759,1186,36945,2.183222418951096,0.03316554809843401,High,7,1,1,0,36,2026,5,6,7,Wednesday,False
IG_000209,weekend vibes smiling_face_with_heart eyes یہ رنگ بہت خوبصورت ہے zara,streetwear,mixed,True,"Manchester, UK",False,238287,10364,1800,12164,0.04349358759148593,0.1736613603473227,Medium,10,1,0,1,69,2026,5,6,8,Wednesday,False
IG_000210,nouvelle collection disponible,modest,french,False,"Paris, France",False,164383,48121,1414,49535,0.29273530270585946,0.029383649889863264,High,3,0,0,0,30,2026,5,6,8,Wednesday,False
IG_000211,j adore cette robe e le gante sparkles mode mode zara,streetwear,french,False,"Paris, France",False,167808,17534,1841,19375,0.10448784034229391,0.10499001996007984,High,11,1,1,1,53,2026,5,6,9,Wednesday,False
IG_000212,یہ عبایا بہت خوبصورت ہے smiling_face_with_heart eyes fashion fashion,luxury,urdu,False,"Lahore, Pakistan",False,453570,10471,1341,11812,0.02308569110459002,0.12805576776165012,Low,9,1,1,0,68,2026,5,6,10,Wednesday,False
IG_000213,nuevo look para el verano new drop,modest,spanish,False,"Madrid, Spain",False,270364,32600,94,32694,0.1205777375030052,0.0028833471365909023,High,7,0,0,0,34,2026,5,6,10,Wednesday,False
IG_000214,summer linen set is everything visit zara,modest,english,False,"London, UK",False,185518,32438,2447,34885,0.1748500153623079,0.07543389130367767,High,7,0,0,1,41,2026,5,6,11,Wednesday,False
IG_000215,love these shoes red_heart ا حب هذا التصميم zara,modest,mixed,True,"Doha, Qatar",False,226430,47682,1498,49180,0.21058070670535395,0.03141580856909171,High,9,1,0,1,48,2026,5,6,11,Wednesday,False
IG_000216,love these shoes red_heart ا حب هذا التصميم zara,vintage,mixed,True,"Doha, Qatar",True,295053,18918,301,19219,0.06411707687406373,0.01590993181457794,Medium,9,1,0,1,48,2026,5,6,12,Wednesday,False
IG_000217,nouvelle collection disponible,streetwear,french,False,"Paris, France",False,327258,8437,396,8833,0.025780803583705873,0.04693055226356957,Low,3,0,0,0,30,2026,5,6,13,Wednesday,False
IG_000218,nouvelle collection disponible,luxury,french,False,"Paris, France",False,192183,39488,2085,41573,0.20546975814844107,0.052799513788650006,High,3,0,0,0,30,2026,5,6,13,Wednesday,False
IG_000219,,sportswear,french,False,"Paris, France",False,422009,9765,2483,12248,0.023139262102793774,0.25424943682162604,Low,0,0,0,0,0,2026,5,6,14,Wednesday,False
IG_000220,me encanta este vestido smiling_face_with_heart eyes moda moda,casual,spanish,False,"Madrid, Spain",False,206521,19615,2431,22046,0.09497777476491609,0.1239294453507341,High,8,1,1,0,62,2026,5,6,15,Wednesday,False
IG_000221,ا حب هذا اللوك كثيرا,casual,arabic,False,"Dubai, UAE",False,9222,7188,1706,8894,0.7793559579312588,0.2373069968006677,High,5,0,0,0,20,2026,5,6,15,Wednesday,False
IG_000222,nuevo look para el verano zara,sportswear,spanish,False,"Madrid, Spain",False,330413,17406,2685,20091,0.052679365886433384,0.15424829091744702,Medium,6,0,0,1,30,2026,5,6,16,Wednesday,False
IG_000223,amazing style fire هذا اللوك راي ع,vintage,mixed,True,"Doha, Qatar",False,275348,24921,605,25526,0.0905069566259547,0.02427574030976647,Medium,7,1,0,0,34,2026,5,6,16,Wednesday,False
IG_000224,,sportswear,mixed,True,"Doha, Qatar",False,10428,9929,1691,11620,0.9520567647904881,0.1702920443101712,High,0,0,0,0,0,2026,5,6,17,Wednesday,False
IG_000225,love this outfit red_heart مجھے یہ look بہت پسند ا یا,casual,mixed,True,"Manchester, UK",False,458107,4086,2890,6976,0.008919294140246404,0.7071201370198189,Low,11,1,0,0,53,2026,5,6,18,Wednesday,False
IG_000226,یہ عبایا بہت خوبصورت ہے smiling_face_with_heart eyes fashion fashion,luxury,urdu,False,"Lahore, Pakistan",False,198064,30129,2183,32312,0.15211672935652437,0.07245270494523731,High,9,1,1,0,68,2026,5,6,18,Wednesday,False
IG_000227,ا حب هذا اللوك كثيرا,vintage,arabic,False,"Dubai, UAE",False,421845,31736,787,32523,0.07523124552561836,0.024797554904370293,Medium,5,0,0,0,20,2026,5,6,19,Wednesday,False
IG_000228,مجھے یہ لباس بہت پسند ا یا,casual,urdu,False,"Lahore, Pakistan",False,156535,13589,2827,16416,0.08681070169162365,0.2080206033848418,High,7,0,0,0,26,2026,5,6,19,Wednesday,False
IG_000229,weekend vibes smiling_face_with_heart eyes یہ رنگ بہت خوبصورت ہے,modest,mixed,True,"Manchester, UK",False,490439,18865,499,19364,0.038465459587309354,0.026449697869182658,Low,9,1,0,0,64,2026,5,6,20,Wednesday,False
IG_000230,nuevo look para el verano,modest,spanish,False,"Madrid, Spain",False,405808,2761,1178,3939,0.006803693363133888,0.4265025343953657,Low,5,0,0,0,25,2026,5,6,21,Wednesday,False
IG_000231,love this outfit red_heart مجھے یہ look بہت پسند ا یا,luxury,mixed,True,"Manchester, UK",False,392320,35301,1110,36411,0.08997988891749359,0.031442977734972524,Medium,11,1,0,0,53,2026,5,6,21,Wednesday,False
IG_000232,nuevo look para el verano zara,casual,spanish,False,"Madrid, Spain",False,125952,34807,924,35731,0.276349114352179,0.0265456216961618,High,6,0,0,1,30,2026,5,6,22,Wednesday,False
IG_000233,zara,luxury,mixed,True,"Manchester, UK",False,248175,344,2254,2598,0.0013861130810392626,6.533333333333333,Low,1,0,0,1,4,2026,5,6,23,Wednesday,False
IG_000234,مجھے یہ لباس بہت پسند ا یا,modest,urdu,False,"Lahore, Pakistan",False,105072,21053,1169,22222,0.20036546020385826,0.05552389094708844,High,7,0,0,0,26,2026,5,6,23,Wednesday,False
IG_000235,love this outfit red_heart مجھے یہ look بہت پسند ا یا,casual,mixed,True,"Manchester, UK",False,122250,2449,717,3166,0.020032555970912302,0.2926530612244898,Low,11,1,0,0,53,2026,5,7,0,Thursday,False
IG_000236,j adore cette robe e le gante sparkles mode mode,luxury,french,False,"Paris, France",False,208639,49091,1185,50276,0.23529045245398772,0.024138352481055978,High,10,1,1,0,48,2026,5,7,0,Thursday,False
IG_000237,love this oversized blazer smiling_face_with_heart eyes fashion streetstyle streetstyle fashion zara,casual,english,False,"London, UK",False,176158,35610,2147,37757,0.20214692408562718,0.06029035972031114,High,11,1,2,1,100,2026,5,7,1,Thursday,False
IG_000238,j adore cette robe e le gante sparkles mode mode zara,luxury,french,False,"Paris, France",False,424551,47919,1879,49798,0.11286956603666924,0.03921118530884808,High,11,1,1,1,53,2026,5,7,2,Thursday,False
IG_000239,weekend vibes smiling_face_with_heart eyes یہ رنگ بہت خوبصورت ہے zara,casual,mixed,True,"Manchester, UK",False,415089,49634,791,50425,0.11957406827435015,0.01593633524730533,High,10,1,0,1,69,2026,5,7,2,Thursday,False
IG_000240,مجھے یہ لباس بہت پسند ا یا,luxury,urdu,False,"Lahore, Pakistan",False,210652,9220,1955,11175,0.04376866220751663,0.2120160503199219,Medium,7,0,0,0,26,2026,5,7,3,Thursday,False
IG_000241,zara,modest,arabic,False,"Dubai, UAE",False,395685,19793,2385,22178,0.0500219871312101,0.12049105789633222,Medium,1,0,0,1,4,2026,5,7,4,Thursday,False
IG_000242,love this outfit red_heart مجھے یہ look بہت پسند ا یا,sportswear,mixed,True,"Manchester, UK",False,33071,20111,654,20765,0.6080974842767296,0.03251789976133652,High,11,1,0,0,53,2026,5,7,4,Thursday,False
IG_000243,nouvelle collection disponible,luxury,french,False,"Paris, France",False,155184,14365,547,14912,0.09256693623739408,0.038076012808018936,Medium,3,0,0,0,30,2026,5,7,5,Thursday,False
IG_000244,j adore cette robe e le gante sparkles mode mode,sportswear,french,False,"Paris, France",False,368519,49638,2201,51839,0.13469553891240638,0.04434013578033401,High,10,1,1,0,48,2026,5,7,5,Thursday,False
IG_000245,amazing style fire هذا اللوك راي ع,vintage,mixed,True,"Doha, Qatar",False,458274,29283,2163,31446,0.06389831433091485,0.07386286026499111,Medium,7,1,0,0,34,2026,5,7,6,Thursday,False
IG_000246,,vintage,mixed,True,"Manchester, UK",False,435016,13253,2345,15598,0.030465476061855054,0.17692771993360495,Low,0,0,0,0,0,2026,5,7,7,Thursday,False
IG_000247,me encanta este vestido smiling_face_with_heart eyes moda new drop moda zara,vintage,spanish,False,"Madrid, Spain",False,357170,32040,372,32412,0.08970493125141739,0.011610124527948566,Medium,11,1,1,1,76,2026,5,7,7,Thursday,False
IG_000248,nuevo look para el verano,streetwear,spanish,False,"Madrid, Spain",False,218302,36626,1893,38519,0.16777598109050265,0.05168318453599804,High,5,0,0,0,25,2026,5,7,8,Thursday,False
IG_000249,weekend vibes smiling_face_with_heart eyes یہ رنگ بہت خوبصورت ہے,vintage,mixed,True,"Manchester, UK",False,2080,4791,185,4976,2.3022585295530993,0.03860601001669449,High,9,1,0,0,64,2026,5,7,8,Thursday,False
IG_000250,nouvelle collection disponible,sportswear,french,False,"Paris, France",False,490490,2084,1175,3259,0.004248803749712023,0.5635491606714629,Low,3,0,0,0,30,2026,5,7,9,Thursday,False
IG_000251,j adore cette robe e le gante sparkles mode mode,modest,french,False,"Paris, France",False,339127,25071,1837,26908,0.0739278384562761,0.07326898532227186,Medium,10,1,1,0,48,2026,5,7,10,Thursday,False
IG_000252,love these shoes red_heart ا حب هذا التصميم,casual,mixed,True,"Doha, Qatar",False,459018,22796,485,23281,0.0496624322740453,0.021274729131026012,Medium,8,1,0,0,43,2026,5,7,10,Thursday,False
IG_000253,مجھے یہ لباس بہت پسند ا یا zara,streetwear,urdu,False,"Lahore, Pakistan",False,438186,19558,1896,21454,0.04463391200560491,0.09693747124086098,Low,8,0,0,1,31,2026,5,7,11,Thursday,False
IG_000254,weekend vibes smiling_face_with_heart eyes یہ رنگ بہت خوبصورت ہے zara,luxury,mixed,True,"Manchester, UK",False,181987,47520,462,47982,0.26111611754621183,0.009722017634309042,High,10,1,0,1,69,2026,5,7,12,Thursday,False
IG_000255,summer linen set is everything visit zara,streetwear,english,False,"London, UK",False,35779,29262,2448,31710,0.8178311906092789,0.08365512763558076,High,7,0,0,1,41,2026,5,7,12,Thursday,False
IG_000256,love this outfit red_heart مجھے یہ look بہت پسند ا یا,streetwear,mixed,True,"Manchester, UK",False,123361,9188,2063,11251,0.07447998573304583,0.224507563391011,Medium,11,1,0,0,53,2026,5,7,13,Thursday,False
IG_000257,هذا الفستان راي ع sparkles موضة موضة,casual,arabic,False,"Dubai, UAE",False,303263,21020,970,21990,0.06931254616439801,0.04614433185861757,Medium,7,1,1,0,36,2026,5,7,13,Thursday,False
IG_000258,هذا الفستان راي ع sparkles موضة موضة zara,vintage,arabic,False,"Dubai, UAE",False,158049,38780,717,39497,0.24536539069914584,0.01848843505840489,High,8,1,1,1,41,2026,5,7,14,Thursday,False
